"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Tue Oct 25 08:37:25 WEST 2022","Tue Oct 25 08:37:25 WEST 2022","341","","empty spec","","","","passes",""
